,cap-shape,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
61,0.0,3.0,9.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,3.0,0
62,0.0,2.0,9.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,3.0,0
63,0.0,3.0,9.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,2.0,3.0,0
64,0.0,3.0,8.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,1.0,0
65,2.0,2.0,4.0,0.0,5.0,2.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0
66,5.0,2.0,8.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,3.0,1.0,0
67,2.0,3.0,9.0,1.0,0.0,2.0,0.0,0.0,10.0,0.0,3.0,2.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,1.0,0
68,5.0,3.0,9.0,1.0,0.0,2.0,0.0,0.0,10.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,2.0,1.0,0
69,5.0,0.0,3.0,0.0,5.0,2.0,0.0,1.0,7.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,5.0,0
70,2.0,0.0,9.0,1.0,3.0,2.0,2.0,1.0,7.0,1.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
71,0.0,3.0,8.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,3.0,0
72,2.0,0.0,9.0,1.0,3.0,2.0,2.0,1.0,10.0,1.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
73,5.0,3.0,4.0,1.0,0.0,2.0,0.0,0.0,7.0,0.0,3.0,2.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,3.0,4.0,0
74,0.0,2.0,9.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,3.0,1.0,0
75,2.0,2.0,9.0,1.0,3.0,2.0,2.0,1.0,7.0,1.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
76,5.0,2.0,8.0,1.0,3.0,2.0,2.0,1.0,5.0,1.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,6.0,4.0,0.0,0
77,2.0,3.0,4.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,3.0,2.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,5.0,4.0,0
78,5.0,3.0,4.0,1.0,6.0,2.0,0.0,1.0,10.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,5.0,1
79,2.0,3.0,4.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,3.0,2.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,5.0,1.0,0
80,5.0,2.0,4.0,0.0,5.0,2.0,2.0,0.0,4.0,1.0,2.0,0.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,0
81,5.0,3.0,8.0,1.0,6.0,2.0,0.0,1.0,10.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,3.0,1.0,1
82,2.0,0.0,3.0,0.0,5.0,2.0,0.0,1.0,5.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,5.0,5.0,0
83,5.0,0.0,3.0,0.0,5.0,2.0,2.0,0.0,5.0,1.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,0
84,5.0,3.0,9.0,1.0,3.0,2.0,0.0,0.0,10.0,0.0,3.0,2.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,3.0,1.0,0
85,5.0,2.0,4.0,0.0,5.0,2.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0
86,0.0,2.0,8.0,1.0,0.0,2.0,0.0,0.0,10.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,3.0,1.0,0
87,5.0,2.0,8.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,1.0,0
88,2.0,3.0,4.0,1.0,3.0,2.0,0.0,0.0,10.0,0.0,3.0,2.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,5.0,1.0,0
89,4.0,0.0,4.0,0.0,5.0,2.0,0.0,1.0,5.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,5.0,0
90,5.0,0.0,4.0,0.0,5.0,2.0,0.0,1.0,5.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,5.0,5.0,0
91,0.0,2.0,8.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,3.0,1.0,0
92,5.0,3.0,9.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,3.0,1.0,0
93,5.0,3.0,9.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,2.0,3.0,0
94,5.0,2.0,4.0,0.0,5.0,2.0,2.0,0.0,5.0,1.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,0
95,5.0,2.0,8.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,1.0,0
96,2.0,3.0,4.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,3.0,2.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,1.0,0
97,5.0,2.0,9.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,2.0,1.0,0
98,0.0,2.0,8.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,1.0,0
99,5.0,3.0,8.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,3.0,1.0,0
100,5.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,7.0,1.0,2.0,0.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0
101,0.0,2.0,9.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,2.0,1.0,0
102,2.0,3.0,9.0,1.0,3.0,2.0,0.0,0.0,10.0,0.0,3.0,2.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,1.0,0
103,5.0,3.0,9.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,3.0,2.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,5.0,4.0,0
104,0.0,3.0,8.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,2.0,1.0,0
105,5.0,3.0,9.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,2.0,3.0,0
106,5.0,3.0,9.0,1.0,0.0,2.0,0.0,0.0,10.0,0.0,3.0,2.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,5.0,1.0,0
107,0.0,3.0,8.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,3.0,3.0,0
108,0.0,3.0,8.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,3.0,0
109,5.0,2.0,9.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,2.0,3.0,0
110,5.0,2.0,9.0,1.0,3.0,2.0,0.0,0.0,10.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,2.0,1.0,0
111,4.0,0.0,3.0,0.0,5.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,5.0,5.0,0
112,5.0,0.0,8.0,1.0,0.0,2.0,2.0,1.0,10.0,1.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,6.0,4.0,0.0,0
113,5.0,2.0,9.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,2.0,3.0,0
114,5.0,3.0,8.0,1.0,6.0,2.0,0.0,1.0,5.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,5.0,1
115,5.0,3.0,9.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,3.0,2.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,1.0,0
116,4.0,0.0,3.0,0.0,5.0,2.0,0.0,1.0,7.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,5.0,5.0,0
117,5.0,3.0,9.0,1.0,3.0,2.0,0.0,0.0,10.0,0.0,3.0,2.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,5.0,1.0,0
118,5.0,2.0,9.0,1.0,3.0,2.0,2.0,1.0,7.0,1.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,6.0,4.0,0.0,0
119,4.0,0.0,4.0,0.0,5.0,2.0,0.0,1.0,4.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,5.0,5.0,0
120,5.0,2.0,8.0,1.0,6.0,2.0,0.0,1.0,4.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,4.0,1.0,1
121,5.0,3.0,8.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,2.0,3.0,0
122,2.0,3.0,4.0,1.0,6.0,2.0,0.0,1.0,7.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,4.0,1.0,1
123,2.0,2.0,3.0,0.0,5.0,2.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,0
124,5.0,2.0,9.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,3.0,0
125,5.0,2.0,8.0,0.0,5.0,2.0,2.0,0.0,5.0,1.0,2.0,2.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0
126,0.0,2.0,9.0,1.0,0.0,2.0,0.0,0.0,10.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,2.0,1.0,0
127,2.0,0.0,3.0,0.0,5.0,2.0,2.0,0.0,3.0,1.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,0
128,5.0,2.0,8.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,2.0,1.0,0
129,0.0,2.0,8.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,3.0,0
130,0.0,2.0,8.0,1.0,3.0,2.0,0.0,0.0,10.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,1.0,0
131,0.0,3.0,8.0,1.0,3.0,2.0,0.0,0.0,10.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,3.0,0
132,2.0,2.0,8.0,1.0,3.0,2.0,2.0,1.0,10.0,1.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,6.0,4.0,0.0,0
133,5.0,3.0,9.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,3.0,3.0,0
134,2.0,2.0,8.0,1.0,0.0,2.0,2.0,1.0,7.0,1.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
135,5.0,3.0,8.0,1.0,6.0,2.0,0.0,1.0,10.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,5.0,1
136,2.0,0.0,8.0,1.0,3.0,2.0,2.0,1.0,10.0,1.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0,0
137,5.0,3.0,9.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,1.0,0
138,5.0,2.0,4.0,1.0,6.0,2.0,0.0,1.0,7.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,1.0,1
139,0.0,2.0,9.0,1.0,3.0,2.0,0.0,0.0,10.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,2.0,1.0,0
140,5.0,3.0,4.0,1.0,0.0,2.0,0.0,0.0,10.0,0.0,3.0,2.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,5.0,4.0,0
141,0.0,3.0,9.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,2.0,3.0,0
142,4.0,0.0,4.0,0.0,5.0,2.0,0.0,1.0,4.0,0.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,5.0,0
143,2.0,3.0,4.0,1.0,0.0,2.0,0.0,0.0,10.0,0.0,3.0,2.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,5.0,4.0,0
144,5.0,3.0,9.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,2.0,1.0,0
145,5.0,0.0,3.0,0.0,5.0,2.0,2.0,0.0,4.0,1.0,2.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0
146,2.0,0.0,8.0,0.0,5.0,2.0,2.0,0.0,4.0,1.0,2.0,2.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,0
147,5.0,3.0,9.0,1.0,3.0,2.0,0.0,0.0,10.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,2.0,3.0,0
148,0.0,2.0,9.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,1.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,5.0,2.0,2.0,1.0,0
